Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
"4200156280","NNX06AB75H S01","YALE UNIVERSITY","GSFC","ADMINISTRATIVE CHANGE","(N/A)","LISA CURRAN","MABLELENE BURRELL","2007-09-29","2006-08-01","2007-07-31","Awarded","Distribution"
"4200216039","NNX06AB78H S01","GEORGE MASON UNIVERSITY","GSFC","YEAR 2 FUNDING","(N/A)","SHOBITA SATYAPAL","MABELENE BURRELL","2007-08-30","2006-07-18","2009-07-17","Awarded","Distribution"
"4200199325","NNX06AB82G S01","SRI INTERNATIONAL","GSFC","SUPPLEMENTAL YEAR 2 FUNDING.","(N/A)","TOM SLANGER","CURT NIEBUR","2007-05-25","2006-05-18","2009-05-17","Awarded","Distribution"
"4200225767","NNX06AB83G S01","MONTANA STATE UNIVERSITY","HQ","YEAR 2 FUNDING - REVIEWED AND APPROVED FOR FUNDING","LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY","DANA LONGCOPE","RAMONA KESSEL","2007-11-19","2006-10-01","2009-09-30","Awarded","Distribution"
"4200200007","NNX06AB84G S01","UNIVERSITY OF CALIFORNIA","HQ","SUPPLEMENTAL YEAR 2 FUNDING","(N/A)","YURI SHPRITS","MADHULIKA GUHATHAKURTA","2007-05-23","2006-06-01","2009-05-31","Awarded","Distribution"
"4200198657","NNX06AB85G S01","UNIVERSITY SYSTEM OF NEW HAMPSHIRE","GSFC","SUPPLEMENTAL YEAR 2 FUNDING","(N/A)","SERGEI MARKOVSKII","MADHULIKA GUHATHAKURTA","2007-05-15","2006-05-18","2009-05-17","Awarded","Distribution"
"4200181452","NNX06AB86G S01","MASSACHHSETTS INSTITUTE OF TECHNOLOGY","HQ","THIS SUPPLEMENT PROVIDES AUGMENTATION OF ADDITIONAL EPO FUNDING IN THE AMOUNT OF $15,000.00 AND ADDS PIV CARD ISSUANCE PROCEDURES TO THE ADDITIONAL TERMS","(N/A)","JOHN FOSTER","MADHULIKA GUHATHAKURTA","2007-02-14","2006-05-09","2009-05-08","Awarded","Distribution"
"4200209727 /  4200216053","NNX06AB86G S02","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","YEAR 2 FUNDING","(N/A)","JOHN FOSTER","MADHULIKA GUHATHAKURTA","2007-08-16","2006-05-09","2009-05-08","Awarded","Distribution"
"4200228637","NNX06AB86G S03","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HQ","YEAR 2 FUNDING - REVIEWED AND APPROVED FOR FUNDING","LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY","JOHN FOSTER","MADHULIKA GUHATHAKURTA","2007-12-21","2006-05-09","2009-05-08","Awarded","Distribution"
"4200216166","NNX06AB87G S01","JOHNS HOPKINS UNIVERSITY","HQ","2ND YEAR FUNDING","(N/A)","SIMON WING","RAMONA KESSEL","2007-08-28","2006-09-01","2009-08-31","Awarded","Distribution"
"4200198655","NNX06AB88G S01","JOHNS HOPKINS UNIVERSITY","HQ","SUPPLEMENTAL 2 YEAR FUNDING","(N/A)","KAN LIOU","MADHULIKA GUHATHAKURTA","2007-05-09","2006-06-01","2009-05-31","Awarded","Distribution"
"4200198631","NNX06AB89G S01","UNIVERSITY OF CALIFORNIA","GSFC","SUPPLEMENTAL YEAR 2  FUNDING","(N/A)","ATHANASIOS BOUDOURIDIS","MADHULIKA GUHATHAKURTA","2007-05-17","2006-05-24","2009-05-23","Awarded","Distribution"
"4200214798","NNX06AB90G S01","UNIVERSITY OF MINNESOTA","HQ","YEAR 2 FUNDING","(N/A)","VICKI HANSEN","STEPHEN SAUNDERS","2007-08-22","2006-07-15","2009-07-14","Awarded","Distribution"
"4200217413","NNX06AB91G S01","THE REGENTS OF THE UNIVERSITY OF CALIFORNIA","HQ","YEAR 2 FUNDING","(N/A)","KRISHAN KHURANA","CURT NIEBUR","2007-08-31","2006-05-18","2009-05-17","Awarded","Distribution"
"4200159018","NNX06AB94G S01","SMITHSONIAN ASTROPHYSICAL OBSERVATORY","GSFC","ADMINISTRATIVE SUPPLEMENT FOR NO COST EXTENSION AND TO CHANGE TO","(N/A)","MICHAEL MCCOLLOUGH","NEIL GEHRELS","2007-05-09","2006-05-31","2008-05-30","Awarded","Distribution"
"4200159019","NNX06AB96G S01","PURDUE UNIVERSITY","GSFC","ADMINISTRATIVE SUPPLEMENT","(N/A)","WEI CUI","STEVEN SNOWDEN","2007-06-05","2006-06-01","2008-05-31","Awarded","Distribution"
"4200154952","NNX06AB97G S01","UNIVERSITY OF COLORADO","GSFC","NO COST EXTENSION","(N/A)","CHARLES DANFORTH","GEORGE SONNEBORN","2007-07-06","2006-06-06","2008-06-05","Awarded","Distribution"
"4200214862","NNX06AB98G S01","SETI INSTITUTE","HQ","YEAR 2 FUNDING","(N/A)","MARK SHOWALTER","STEPHEN SAUNDERS","2007-08-22","2006-06-15","2009-06-14","Awarded","Distribution"
"4200154900","NNX06AB99G S01","UNIVERSITY OF MASSACHUSETTS","GSFC","ADMINISTRATIVE SUPPLEMENT FOR NO COST EXTENSION","(N/A)","DANIEL WANG","GEORGE SONNEBORN","2007-04-25","2006-06-06","2008-06-05","Awarded","Distribution"
"4200158844","NNX06AC01G S01","UNIVERSITY OF COLORADO","HQ","NO COST EXTENSION","(N/A)","MATTHEW BEASLEY","ERIC SMITH","2007-08-30","2006-05-24","2008-05-23","Awarded","Distribution"
"4200198630","NNX06AC03G S01","WILLIAMS MARSH RICE UNIVERSITY","GSFC","SUPPLEMENTAL YEAR 2 FUNDING","(N/A)","STANISLAV SAZYKIN","MADHULIKA GUHATHAKURTA","2007-05-23","2006-05-24","2009-05-23","Awarded","Distribution"
"4200218115","NNX06AC04G S01","TRUSTEES OF BOSTON UNIVERSITY","HQ","YEAR 2 FUNDING AND T.O. CHANGE","(N/A)","DUGGIRALA PALLAMRAJU","RAMONA KESSEL","2007-09-04","2006-05-24","2009-05-23","Awarded","Distribution"
"4200200511","NNX06AC05G S01","UNIVERSITY OF COLORADO","HQ","SUPPLEMENT FOR EPO FUNDING","(N/A)","CORA RANDALL","MADHULIKA GUHATHAKURTA","2007-05-22","2006-07-01","2009-06-30","Awarded","Distribution"
"4200218114","NNX06AC05G S02","UNIVERSITY OF COLORADO","HQ","YEAR 2 FUNDING","(N/A)","CORA RANDALL","RAMONA KESSEL","2007-08-30","2006-07-01","2009-06-30","Awarded","Distribution"
"4200200027","NNX06AC06G S01","UNIVERSITY OF ARIZONA","HQ","SUPPLEMENTAL YEAR 2 FUNDING","(N/A)","LON HOOD","MUDHULIKA GUHATHAKURTA","2007-05-24","2006-05-25","2009-05-24","Awarded","Distribution"
"4200203788","NNX06AC08G S01","UNIVERSITY OF UTAH","GSFC","YEAR 2 FUNDING","(N/A)","EDWARD ZIPSER","RICHARD LAWRENCE","2007-06-20","2006-06-01","2009-05-31","Awarded","Distribution"
"4200203786","NNX06AC09G S01","SPEC INC.","GSFC","YEAR 2 FUNDING","(N/A)","R. PAUL LAWSON","RICHARD LAWRENCE","2007-06-20","2006-06-01","2009-05-31","Awarded","Distribution"
"4200222877","NNX06AC10G S02","UNIVERSITY OF WASHINGTON - SEATTLE","HQ","YEAR 2 FUNDING","(N/A)","DALE WINEBRENNER","STEPHEN SAUNDERS","2007-09-27","2006-06-13","2009-06-12","Awarded","Distribution"
"4200203783","NNX06AC11G S02","COLORADO STATE UNIVERSITY","GSFC","YEAR 2 FUNDING","(N/A)","ROBERT CIFELLI","RICHARD LAWRENCE","2007-06-21","2006-06-01","2009-05-31","Awarded","Distribution"
"4200214320","NNX06AC12G S01","UNIVERSITY OF IDAHO","HQ","YEAR 2 FUNDING","(N/A)","SIMON KATTENHORN","STEPHEN SAUNDERS","2007-08-16","2006-06-28","2009-06-27","Awarded","Distribution"
"4200188344","NNX06AC13G S01","HARVARD UNIVERSITY","HQ","SUPPLEMENT FOR FUNDING AND PIV TERMS TO GRANT NNX06AC13G","(N/A)","SARAH STEWART-MUKHOPADHYAY","STEPHEN SAUNDERS","2007-03-09","2006-06-28","2011-06-27","Awarded","Distribution"
"4200192477","NNX06AC13G S02","HARVARD UNIVERSITY","HQ","AUGMENTATION TO ADD FUNDING FOR EQUIPMENT","(N/A)","SARAH STEWART-MUKHOPADHYAY","STEPHEN SAUNDERS","2007-03-26","2006-06-28","2011-06-27","Awarded","Distribution"
"4200166094","NNX06AC15G S02","THE TECHNOLOGICAL RESEARCH AND DEVELOPMENT AUTHORITY","HQ","NO COST EXTENSION","(N/A)","DAVE KERSHAW","CARL RAY","2007-09-26","2006-10-01","2008-09-30","Awarded","Distribution"
"4200156602","NNX06AC16G S02","JOHNS HOPKINS UNIVERSITY","GSFC","NO COST EXTENSION","(N/A)","DAVID ROTH","BRIAN OTTENS","2007-04-17","2006-05-02","2007-04-30","Awarded","Distribution"
"4200158882","NNX06AC17G S01","UNIVERSITY OF ARIZONA","GSFC","NO COST EXTENSION","(N/A)","WILLIAM RYAN","WAI FONG","2007-06-18","2006-07-01","2008-06-30","Awarded","Distribution"
"4200225782","NNX06AC18G S01","UNIVERSITY OF MARYLAND","HQ","YEAR 2 FUNDING - REVIEWED AND APPROVED FOR FUNDING","LIVING WITH A STAR TARGETED RESEARCH AND TECHNOLOGY","STEPHEN WHITE","RAMONA KESSEL","2007-11-16","2006-05-24","2009-05-23","Awarded","Distribution"
"4200213701","NNX06AC19G S01","UNIVERSITY SYSTEMS OF NEW HAMPSHIRE","HQ","YEAR 2 FUNDING","(N/A)","AMITAVA BHATTACHARJEE","RAMONA KESSEL","2007-09-05","2006-07-01","2009-06-30","Awarded","Distribution"
"4200216081","NNX06AC21G S01","CALIFORNIA INSTITUTE OF TECHNOLOGY","GSFC","2ND YEAR FUNDING","(N/A)","RICHARD MEWALDT","RAMONA KESSEL","2007-08-29","2006-05-24","2009-05-23","Awarded","Distribution"
"4200202996","NNX06AC22G S01","PURDUE UNIVERSITY","GSFC","YEAR 2 FUNDING","(N/A)","KATHLEEN HOWELL","DAVID FOLTA","2007-09-10","2006-05-24","2009-05-23","Awarded","Distribution"
"4200202996","NNX06AC22G S02","PURDUE UNIVERSITY","GSFC","ADMINISTRATIVE","(N/A)","KATHLEEN CONNOR HOWELL","DAVID FOLTA","2007-09-20","2006-05-24","2009-05-23","Awarded","Distribution"
"4200198661","NNX06AC24G S01","UNIVERSITY OF SOUTHERN CALIFORNIA","GSFC","SUPPLEMENTAL 2 YEAR FUNDING","(N/A)","EDWARD RHODES","MADHULIKA GUHATHAKURTA","2007-05-22","2006-05-24","2009-05-23","Awarded","Distribution"
"4200213704","NNX06AC25G S01","DARTMOUTH COLLEGE","HQ","YEAR 2 FUNDING AND T.O. CHANGE","(N/A)","JOHN LYON","RAMONA KESSEL","2007-08-22","2006-05-24","2009-05-23","Awarded","Distribution"
"4200219355","NNX06AC27G S01","CALIFORNIA INSTITUTE OF TECHNOLOGY","HQ","YEAR 2 FUNDING","(N/A)","CHRISTINA COHEN","RAMONA KESSEL","2007-09-22","2006-05-24","2009-05-23","Awarded","Distribution"
"4200159235","NNX06AC28G S01","UNIVERSITY OF COLORADO","HQ","ADMINISTRATIVE SUPPLEMENT TO CHANGE PR AND POP","(N/A)","RASHID AKMAEV","MADHULIKA GUHATHAKURTA","2007-01-11","2006-06-01","2009-05-31","Awarded","Distribution"
"4200186587","NNX06AC28G S02","UNIVERSITY OF COLORADO","HQ","SUPPLEMENT TO ADD ADDITIONAL FUNDING TO YEAR 1","(N/A)","RASHID AKMAEV","MADHULIKA GUHATHAKURTA","2007-03-09","2006-06-01","2009-05-31","Awarded","Distribution"
"4200198653","NNX06AC28G S03","UNIVERSITY OF COLORADO","GSFC","SUPPLEMENTAL 2 YEAR FUNDING","(N/A)","RASHID AKMAEV","MADHULIKA GUHATHAKURTA","2007-05-15","2006-06-01","2009-05-31","Awarded","Distribution"
"4200209826","NNX06AC29G S01","JOHNS HOPKINS UNIVERSITY","HQ","YEAR 2 FUNDING","(N/A)","PONTUS BRANDT","MADHULIKA GUHATHAKURTA","2007-07-25","2006-05-24","2009-05-23","Awarded","Distribution"
"4200223381","NNX06AC30A S01","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","GSFC","YEAR 2 FUNDING","(N/A)","C. A. SCHLOSSER","MICHAEL JASINSKI","2007-09-29","2006-09-01","2011-08-31","Awarded","Distribution"
"4200201529","NNX06AC31H S03","UNIVERSITY OF HARTFORD","HQ","YEAR 2 FUNDING,  AUGMENTATION","(N/A)","THOMAS FILBURN","DIANE DETROYE","2007-06-18","2006-05-25","2011-05-24","Awarded","Distribution"
"4200214408","NNX06AC31H S04","UNIVERSITY OF HARTFORD","HQ","YEAR 2 FUNDING","(N/A)","THOMAS FILBURN","DIANE DETROYE","2007-08-20","2006-05-25","2011-05-24","Awarded","Distribution"
"4200198662","NNX06AC32G S01","UNIVERSITY OF TENNESSEE","HQ","SUPPLEMENTAL 2 YEAR FUNDING","(N/A)","LAWRENCE TOWNSEND","MADHULIKA GUHATHAKURTA","2007-05-21","2006-06-01","2009-05-31","Awarded","Distribution"
"4200198659","NNX06AC34G S01","CORNELL UNIVERSITY","GSFC","SUPPLEMENTAL YEAR 2 FUNDING","(N/A)","MARK PSIAKI","MADHULIKA GUHATHAKURTA","2007-05-14","2006-05-25","2009-05-24","Awarded","Distribution"
"4200200012","NNX06AC36G S01","UNIVERSITY OF MICHIGAN","HQ","SUPPLEMENTAL  YEAR 2 FUNDING","(N/A)","WARD MANCHESTER","MADHULIKA GUHATHAKURTA","2007-05-18","2006-06-01","2009-05-31","Awarded","Distribution"
"4200204042","NNX06AC37G S01","UNIVERSITY OF CALIFORNIA","HQ","YEAR 2 FUNDING","(N/A)","JAKOBUS LE ROUX","MADHULIKA GUHATHAKURTA","2007-06-19","2006-05-26","2009-05-25","Awarded","Distribution"
"4200159769","NNX06AC38G S01","THE AEROSPACE CORPORATION","HQ","SUPPLEMENT TO DEOBLIGATE FUNDS","(N/A)","JIM ROEDER","MADHULIKA GUHATHAKURTA","2007-04-30","2006-05-25","2009-05-24","Awarded","Distribution"
"4200213699","NNX06AC38G S02","THE AEROSPACE CORPORATION","HQ","INCREMENTAL FUNDING","(N/A)","JIM ROEDER","MADHULIKA GUTHATHAKURTA","2007-08-16","2006-05-25","2009-05-24","Awarded","Distribution"
"4200220775","NNX06AC38G S03","THE AEROSPACE CORPORATION","HQ","SUPPLEMENT TO INCREMENTALLY FUND YEAR 2","(N/A)","JIM ROEDER","RAMONA KESSEL","2007-09-17","2006-05-25","2009-05-24","Awarded","Distribution"
"4200221862","NNX06AC38G S04","THE AEROSPACE CORPORATION","HQ","INCREMENTAL FUNDING","(N/A)","JIM ROEDER","RAMONA KESSEL","2007-09-28","2006-05-25","2009-05-24","Awarded","Distribution"
